id	name	def	synonyms	is_a	xrefs
CHEMONTID:0001307	Organic chromites	"Organic compounds containing the chromate oxoanion, with the formula Cr(O2)−."" []"	"['organic salt"" RELATED ChEBI_TERM [CHEBI:24868]']"	CHEMONTID:0000463	
CHEMONTID:0001308	Organic hydroperoxides	"Organic compounds comprising the hydroperoxide functional group, with the general formula [O-O]2-."" []"	"['organic peroxide"" RELATED ChEBI_TERM [CHEBI:25702]']"	CHEMONTID:0004603	
CHEMONTID:0001309	Organophosphine oxides	"Organic compounds containing the phosphine oxide group, with the general formula R3P=O or R3P+O-."" []"	"['phosphine oxide"" RELATED ChEBI_TERM [CHEBI:59656]', 'Phosphinoxides"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000401	
CHEMONTID:0001310	Benzenetriols and derivatives	"Organic compounds containing three hydroxyl groups attached to a benzene ring."" []"	"['benzenetriol"" RELATED ChEBI_TERM [CHEBI:22707]', 'Tribydroxybenzenes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000134	
CHEMONTID:0001311	Isoprenoid phosphates	"Prenol lipids containing a phosphate group linked to an isoprene (2-methylbuta-1,3-diene) unit."" []"	"['isoprenoid phosphate"" RELATED ChEBI_TERM [CHEBI:37841]', 'Prenol Lipids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PR]']"	CHEMONTID:0000259	
CHEMONTID:0001312	1,2-dioxanes	"Organic compounds containing 1,2-dioxane, an aliphatic six-member ring with two oxygen atoms in ring positions 1 and 2."" []"	"['dioxanes"" RELATED ChEBI_TERM [CHEBI:46926]', 'o-Dioxanes"" RELATED CHEMONT_TERM []', 'Ortho-Dioxanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000368	
CHEMONTID:0001313	1,4-dioxanes	"Organic compounds containing 1,4-dioxane, an aliphatic six-member ring with two oxygen atoms in ring positions 1 and 4."" []"	"['dioxanes"" RELATED ChEBI_TERM [CHEBI:46926]', 'p-Dioxanes"" RELATED CHEMONT_TERM []', 'Para-Dioxanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000368	
CHEMONTID:0001314	1,3-dioxanes	"Organic compounds containing 1,3-dioxane, an aliphatic six-member ring with two oxygen atoms in ring positions 1 and 3."" []"	"['dioxanes"" RELATED ChEBI_TERM [CHEBI:46926]', 'm-Dioxanes"" RELATED CHEMONT_TERM []', 'Meta-Dioxanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000368	
CHEMONTID:0001315	1,2-dioxolanes	"Organic compounds containing 1,2-dioxolane, an aliphatic five-member ring with two oxygen atoms in ring positions 1 and 2."" []"	"['dioxolane"" RELATED ChEBI_TERM [CHEBI:39430]', 'm-Dioxolanes"" RELATED CHEMONT_TERM []', 'Meta-Dioxolanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000105	
CHEMONTID:0001316	1,3-dioxolanes	"Organic compounds containing 1,3-dioxolane, an aliphatic five-member ring with two oxygen atoms in ring positions 1 and 3."" []"	"['dioxolane"" RELATED ChEBI_TERM [CHEBI:39430]', 'o-Dioxolanes"" RELATED CHEMONT_TERM []', 'Ortho-Dioxolanes"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000105	
CHEMONTID:0001317	Transition metal ferrates	"Inorganic compounds in which the largest oxoanion is ferrate, and in which the heaviest atom not in an oxoanion is a transition metal."" []"	"['transition element molecular entity"" BROAD ChEBI_TERM [CHEBI:33497]']"	CHEMONTID:0000450	
CHEMONTID:0001318	Hippuric acids	"Compounds containing hippuric acid, which consists of a of a benzoyl group linked to the N-terminal of a glycine."" []"	"['N-acylglycine"" RELATED ChEBI_TERM [CHEBI:16180]', 'N-benzoylglycinates"" RELATED CHEMONT_TERM []', 'N-benzoylglycines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000179	
CHEMONTID:0001319	Pyrimidinecarboxylic acids and derivatives	"Compounds containing a pyrimidine ring which bears a carboxylic acid group (or a derivative thereof)."" []"	"['pyrimidinecarboxylic acid"" RELATED ChEBI_TERM [CHEBI:78574]']"	CHEMONTID:0000075	
CHEMONTID:0001320	Lysophosphatidic acids	"Glycerophosphates where the glycerol is esterified with one fatty acid linked to the phosphate group at position O-3."" []"	"['lysophosphatidic acids"" RELATED ChEBI_TERM [CHEBI:32957]', 'Monoacylglycerophosphates"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:GP1005]']"	CHEMONTID:0001683	
CHEMONTID:0001321	Pyrimidinecarboxamides	"Compounds containing a pyrimidine ring which bears a carboxamide."" []"	"['pyrimidinecarboxamide"" RELATED ChEBI_TERM [CHEBI:48438]']"	CHEMONTID:0001319	
CHEMONTID:0001322	Pyridinecarboxylic acids and derivatives	"Compounds containing a pyridine ring bearing a carboxylic acid group or a derivative thereof."" []"	"['aromatic carboxylic acid"" RELATED ChEBI_TERM [CHEBI:33859]', 'pyridinemonocarboxylic acid"" NARROW ChEBI_TERM [CHEBI:26420]']"	CHEMONTID:0000089	
CHEMONTID:0001323	Pyrrolizidinones	"Compounds containing a pyrrolizidine moiety which bears a ketone. Pyrrolizidine is a bicyclic ring system made up of two fused pyrrolidine ring sharing a nitrogen atom."" []"	"['cyclic ketone"" RELATED ChEBI_TERM [CHEBI:3992]', 'organic heterobicyclic compound"" RELATED ChEBI_TERM [CHEBI:27171]', 'organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]']"	CHEMONTID:0000220	
CHEMONTID:0001324	Phosphatidylinositol monophosphates	"Glycerophosphoinositol phosphates where the glycerol is esterified with two fatty acids."" []"	"['Diacylglycerophosphoinositol monophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0701]', 'phosphatidylinositol monophosphate"" RELATED ChEBI_TERM [CHEBI:26036]']"	CHEMONTID:0001139	
CHEMONTID:0001325	Quinolizidinones	"Compounds containing a quinolizidine moiety which bears a ketone group."" []"	"['cyclic ketone"" RELATED ChEBI_TERM [CHEBI:3992]', 'quinolizidines"" RELATED ChEBI_TERM [CHEBI:26516]']"	CHEMONTID:0000221	
CHEMONTID:0001326	Pyridinecarboxamides	"Compounds containing a pyridine ring bearing a carboxamide."" []"	"['phosphoramide"" RELATED ChEBI_TERM [CHEBI:17102]', 'pyrimidinecarboxamide"" BROAD ChEBI_TERM [CHEBI:48438]']"	CHEMONTID:0001322	
CHEMONTID:0001327	Triazolidinones	"Compounds containing a triazolidine ring which bears a ketone group."" []"	"['a triazolidinone"" RELATED CHEMONT_TERM []', 'monocarboxylic acid amide"" RELATED ChEBI_TERM [CHEBI:29347]', 'phenylalanine derivative"" RELATED ChEBI_TERM [CHEBI:25985]']"	CHEMONTID:0000235	
CHEMONTID:0001328	3-oxo-acyl CoAs	"Organic compounds containing a 3-oxo acylated coenzyme A derivative."" []"	"['3-ketoacyl-CoAs"" RELATED CHEMONT_TERM []', 'a 3-oxoacyl-CoA"" RELATED UniProt_TERM []', 'acyl-CoA"" RELATED ChEBI_TERM [CHEBI:17984]', 'Beta-ketoacyl-CoAs"" RELATED CHEMONT_TERM []', 'Fatty acyl CoAs"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:FA0705]']"	CHEMONTID:0001090	
CHEMONTID:0001329	Flavin nucleotides	"Nucleotides containing a flavin moiety. Flavin is a compound that contains the tricyclic isoalloxazine ring system, which bears 2 oxo groups at the 2- and 4-positions."" [DOI:10.1007/BF02156978]"	"['flavin nucleotide"" RELATED ChEBI_TERM [CHEBI:36981]']"	CHEMONTID:0000289	
CHEMONTID:0001330	Lysophosphatidylinositol monophosphates	"Glycerophosphoinositol monophosphates where the glycerol is esterified with one fatty acid."" []"	"['Monoacylglycerophosphoinositol monophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0705]', 'phosphatidylinositol monophosphate"" RELATED ChEBI_TERM [CHEBI:26036]']"	CHEMONTID:0002220	
CHEMONTID:0001331	Benzoins	"Organic compounds containing a 1,2-hydroxy ketone attached to two phenyl groups."" []"	"['benzoins"" RELATED ChEBI_TERM [CHEBI:51586]', 'benzoins"" RELATED CHEMONT_TERM []', 'Stilbenes"" BROAD MeSH_TERM [MESH:D02.455.426.559.389.150.700]']"	CHEMONTID:0000253	
CHEMONTID:0001332	Indolizidinones	"Polycyclic compounds containing an indolizine moiety bearing a ketone."" []"	"['cyclic ketone"" RELATED ChEBI_TERM [CHEBI:3992]']"	CHEMONTID:0000251	
CHEMONTID:0001333	Inorganic sulfuryl halides	"Inorganic compounds containing the sulfuryl chloride functional group, with the general structure XS(R)(=O)=O (X=Br,Cl,F,I; R=hetero atom)."" []"	"['sulfuryl halide"" RELATED ChEBI_TERM [CHEBI:39443]']"	CHEMONTID:0001568	
CHEMONTID:0001334	Fatty alcohols	"Aliphatic alcohols consisting of a chain of a least six carbon atoms."" [DOI:10.1016/j.cattod.2014.03.033]"	"['aliphatic alcohol"" RELATED ChEBI_TERM [CHEBI:2571]', 'Fatty alcohols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:FA05]', 'Fatty Alcohols"" RELATED MeSH_TERM [MESH:D02.033.415, MESH:D10.289]']"	CHEMONTID:0003909	"['DOI:10.1016/j.cattod.2014.03.033 ""Vicente Cortés Corberán et al (2014). Heterogeneous selective oxidation of fatty alcohols: Oxidation of 1-tetradecanol as a model substrate.']"
CHEMONTID:0001335	1,2-diazepines	"Organic compounds containing 1,2-diazepine, a seven-member heterocyclic ring with two nitrogen atoms in positions 1 and 2."" []"	"['diazepine"" RELATED ChEBI_TERM [CHEBI:47918]']"	CHEMONTID:0000071	['Wikipedia:1\\,2-diazepine']
CHEMONTID:0001336	1,4-diazepines	"Organic compounds containing 1,4-diazepine, a seven-member heterocyclic ring with two nitrogen atoms in positions 1 and 4."" []"	"['diazepine"" RELATED ChEBI_TERM [CHEBI:47918]']"	CHEMONTID:0000071	['Wikipedia:1\\,4-diazepine']
CHEMONTID:0001337	1,3-diazepines	"Organic compounds containing 1,3-diazepine, a seven-member heterocyclic ring with two nitrogen atoms in positions 1 and 3."" []"	"['diazepine"" RELATED ChEBI_TERM [CHEBI:47918]']"	CHEMONTID:0000071	['Wikipedia:1\\,3-diazepine']
CHEMONTID:0001338	1,2-oxazepines	"Organic compounds containing an aromatic seven-membered ring containing a nitrogen and an oxygen atom, a positions 1 and 2, respectively."" []"	"['o-Oxazepines"" RELATED CHEMONT_TERM []', 'organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'Ortho-Oxazepines"" RELATED CHEMONT_TERM []', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000066	
CHEMONTID:0001339	1,4-oxazepines	"Organic compounds containing an aromatic seven-membered wring containing a nitrogen and an oxygen atom, a positions 1 and 4, respectively."" []"	"['organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]', 'p-Oxazepines"" RELATED CHEMONT_TERM []', 'Para-Oxazepines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000066	
CHEMONTID:0001340	1,3-oxazepines	"Organic compounds containing an aromatic seven-membered wring containing a nitrogen and an oxygen atom, a positions 1 and 3, respectively."" []"	"['m-Oxazepines"" RELATED CHEMONT_TERM []', 'Meta-Oxazepines"" RELATED CHEMONT_TERM []', 'organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000066	
CHEMONTID:0001341	1,3-oxazines	"Organic compounds containing 1,3-oxazine, a six-member ring with a nitrogen and an oxygen atoms in ring positions 1 and 3 respectively, as well as two double bonds."" []"	"['a 1,3-oxazine"" RELATED CHEMONT_TERM []', 'm-Oxazines"" RELATED CHEMONT_TERM []', 'Meta-Oxazines"" RELATED CHEMONT_TERM []', 'organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000082	
CHEMONTID:0001342	1,4-oxazines	"Organic compounds containing 1,4-oxazine, a six-member ring with a nitrogen and an oxygen atoms in ring positions 1 and 4 respectively, as well as two double bonds."" []"	"['a 1,4-oxazine"" RELATED CHEMONT_TERM []', 'organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]', 'p-Oxazines"" RELATED CHEMONT_TERM []', 'Para-Oxazines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000082	
CHEMONTID:0001343	1,2-oxazines	"Organic compounds containing 1,2-oxazine, a six-member ring with a nitrogen and an oxygen atoms in ring positions 1 and 2 respectively, as well as two double bonds."" []"	"['a 1,2-oxazine"" RELATED CHEMONT_TERM []', 'o-Oxazines"" RELATED CHEMONT_TERM []', 'organonitrogen heterocyclic compound"" RELATED ChEBI_TERM [CHEBI:38101]', 'Ortho-Oxazines"" RELATED CHEMONT_TERM []', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000082	
CHEMONTID:0001344	Phosphatidylinositols	"Glycerophosphoinositols where the glycerol is esterified with two fatty acids."" []"	"['Diacylglycerophosphoinositols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0601]', 'phosphatidylinositol"" RELATED ChEBI_TERM [CHEBI:28874]']"	CHEMONTID:0002219	
CHEMONTID:0001345	Benzaldehydes	"Organic compounds containing a benzene ring with a formyl substituent."" []"	"['benzaldehydes"" RELATED ChEBI_TERM [CHEBI:22698]', 'Benzaldehydes"" RELATED MeSH_TERM [CHEBI:D02.047.222]']"	CHEMONTID:0003213	
CHEMONTID:0001346	Diazines	"Organic compounds containing a five-member heterocyclic compound with five nitrogen atoms, and two nitrogen atoms at positions 1 and 2 (Pyridazines), 1 and 3 (Pyrimidines), or 1 and 4 (Pyrazines)."" []"	"['diazines"" RELATED ChEBI_TERM [CHEBI:38313]']"	CHEMONTID:0000002	
CHEMONTID:0001347	1,3-thiazines	"Organic compounds containing 1,3-thiazine, a six-member ring with a nitrogen and a sulfur atoms in ring positions 1 and 3 respectively, as well as two double bonds."" []"	"['1,3-thiazine"" RELATED ChEBI_TERM [CHEBI:46975]', 'm-Thiazines"" RELATED CHEMONT_TERM []', 'Meta-Thiazines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000094	
CHEMONTID:0001348	1,2-thiazines	"Organic compounds containing 1,2-thiazine, a six-member ring with a nitrogen and a sulfur atoms in ring positions 1 and 2 respectively, as well as two double bonds."" []"	"['1,2-thiazine"" RELATED ChEBI_TERM [CHEBI:46974]', 'o-Thiazines"" RELATED CHEMONT_TERM []', 'Ortho-Thiazines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000094	
CHEMONTID:0001349	1,4-thiazines	"Organic compounds containing 1,4-thiazine, a six-member ring with a nitrogen and a sulfur atoms in ring positions 1 and 4 respectively, as well as two double bonds."" []"	"['1,4-thiazine"" RELATED ChEBI_TERM [CHEBI:46976]', 'p-Thiazines"" RELATED CHEMONT_TERM []', 'Para-Thiazines"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000094	
CHEMONTID:0001350	Benzoic acid esters	"Ester derivatives of benzoic acid."" []"	"['benzoate ester"" RELATED ChEBI_TERM [CHEBI:36054]', 'Benzoates"" BROAD MeSH_TERM [MESH:D02.241.223.100]']"	CHEMONTID:0000176	
CHEMONTID:0001351	Acyclic triterpenoids	"Triterpenoids that do not contain a cycle."" []"	"['Acyclic triterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010601]', 'an acyclic triterpenoid"" RELATED CHEMONT_TERM []', 'triterpenoid"" BROAD ChEBI_TERM [CHEBI:36615]']"	CHEMONTID:0001553	
CHEMONTID:0001352	Meta thiazepines	"Aromatic compounds containing meta thiazepine moiety, which is an unsaturated seven-member heterocyclic compound, with five carbon atoms, and two sulfur atoms at position 1 and 3."" []"	"['1,3-Thiazepines"" RELATED CHEMONT_TERM []', 'm-Thiazepines"" RELATED CHEMONT_TERM []', 'thiazepine"" RELATED ChEBI_TERM [CHEBI:48893]', 'Thiazepines"" BROAD MeSH_TERM [MESH:D02.886.680.702]']"	CHEMONTID:0000068	
CHEMONTID:0001353	Ortho thiazepines	"Compounds containing a thiazepine ring, in which the sulfur and nitrogen atoms are at positions 1 and 2 respectively."" []"	"['1,2-Thiazepines"" RELATED CHEMONT_TERM []', 'o-Thiazepines"" RELATED CHEMONT_TERM []', 'thiazepine"" RELATED ChEBI_TERM [CHEBI:48893]', 'Thiazepines"" BROAD MeSH_TERM [MESH:D02.886.680.702]']"	CHEMONTID:0000068	
CHEMONTID:0001354	Para thiazepines	"Compounds containing a para thiazepine moiety, which consists of an unsaturated seven-member ring with one nitrogen atom and one sulfur at positions 1 and 4, respectively, as well as two CC double bonds."" []"	"['1,2-Thiazepines"" RELATED CHEMONT_TERM []', 'p-Thiazepines"" RELATED CHEMONT_TERM []', 'thiazepine"" RELATED ChEBI_TERM [CHEBI:48893]', 'Thiazepines"" BROAD MeSH_TERM [MESH:D02.886.680.702]']"	CHEMONTID:0000068	
CHEMONTID:0001355	Lysophosphatidylinositols	"Glycerophosphoinositols  (molecules containing an inositol moiety attached to the phosphate group linked to a glycerol) where the glycerol is esterified with one fatty acid."" []"	"['lysophosphatidyl-1D-myo-inositol"" RELATED ChEBI_TERM [CHEBI:64931]', 'Monoacylglycerophosphoinositols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0605]']"	CHEMONTID:0002219	
CHEMONTID:0001356	Trioses	"Monosaccharides with a single carbohydrate unit, which contains three carbon atoms."" []"	"['triose"" RELATED ChEBI_TERM [CHEBI:27137]', 'Trioses"" RELATED MeSH_TERM []']"	CHEMONTID:0001540	
CHEMONTID:0001357	Acyclic diterpenoids	"Diterpenoids (compounds made of four consecutive isoprene units) that do not contain a cycle."" []"	"['Acyclic diterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010401]', 'Diterpenes"" BROAD MeSH_TERM [MESH:D02.455.849.291]', 'diterpenoid"" RELATED ChEBI_TERM [CHEBI:23849]']"	CHEMONTID:0001551	
CHEMONTID:0001358	Phosphatidylglycerols	"Glycerophosphoglycerols in which two fatty acids are bonded to the 1-glycerol moiety through ester linkages. As is the case with diacylglycerols, phosphatidylglycerols can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 positions."" []"	"['Diacylglycerophosphoglycerols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0401]', 'phosphatidylglycerol"" RELATED ChEBI_TERM [CHEBI:17517]', 'Phosphatidylglycerol"" RELATED UniProt_TERM []']"	CHEMONTID:0002216	
CHEMONTID:0001359	Alpha hydroxy acids and derivatives	"Organic compounds containing a carboxylic acid substituted with a hydroxyl group on the adjacent carbon."" []"	"['2-hydroxy-carboxylic acids and derivatives"" RELATED CHEMONT_TERM []', 'hydroxy monocarboxylic acid"" RELATED ChEBI_TERM [CHEBI:35868]']"	CHEMONTID:0000472	
CHEMONTID:0001360	Intermetallic alkali metal compounds	"Inorganic compounds containing only metal atoms of at least two different types, where the heaviest atom is an alkali metal."" []"	"['alkali metal molecular entity"" RELATED ChEBI_TERM [CHEBI:33296]']"	CHEMONTID:0000422	
CHEMONTID:0001361	Anthocyanins	"Organic compounds containing a flavylium ion or 2-phenylchromenylium based skeleton bound to a sugar."" []"	"['Anthocyanidins"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PK1201]', 'Anthocyanins"" RELATED MeSH_TERM [MESH:D03.438.150.266.450.087, MESH:D03.830.219.266.450.087, MESH:D09.408.084, MESH:D23.767.124]', 'anthocyanins"" BROAD ChEBI_TERM [CHEBI:38697]']"	CHEMONTID:0001583	
CHEMONTID:0001362	Flavanonols	"Compounds containing a flavan-3-one moiety, with a structure characterized by a 2-phenyl-3,4-dihydro-2H-1-benzopyran bearing a hydroxyl group and a ketone at the carbon C2 and C3, respectively."" []"	"['2,3-Dihydroflavonols"" RELATED CHEMONT_TERM []', '3-Hydroxyflavanones"" RELATED CHEMONT_TERM []', 'dihydroflavonols"" RELATED ChEBI_TERM [CHEBI:48039]', 'Dihydroflavonols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PK1215]']"	CHEMONTID:0001632	
CHEMONTID:0001363	Enones	"Compounds containing the enone functional group, with the structure RC(=O)CR'."" []"	"['enone"" RELATED ChEBI_TERM [CHEBI:51689]']"	CHEMONTID:0003672	
CHEMONTID:0001364	Organic hydroxides	"Organic compounds comprising the hydroxide functional group, with the general formula OH-."" []"	"['organic anion"" RELATED ChEBI_TERM [CHEBI:25696]']"	CHEMONTID:0000463	
CHEMONTID:0001365	Alkaline earth metal chromites	"Inorganic compounds in which the largest oxoanion is chromite, and in which the heaviest atom not in an oxoanion is a alkaline earth metal."" []"	"['alkaline earth salt"" RELATED ChEBI_TERM [CHEBI:36364]']"	CHEMONTID:0000446	
CHEMONTID:0001366	Sugar amino acids and derivatives	"Organic compounds containing a saccharide unit that bears both an amine group and a carboxylic acid group."" [DOI:\:10.1016/j.tetasy.2007.08.004]"	"['carbohydrate acid derivative"" RELATED ChEBI_TERM [CHEBI:63436]']"	CHEMONTID:0000215	"['DOI:\\:10.1016/j.tetasy.2007.08.004 ""Risseeuw MDP et al (2007). Tetrahedron: Asymmetry 18; 2001–2010']"
CHEMONTID:0001367	Phosphatidylserines	"Glycerophosphoserines in which two fatty acids are bonded to the glycerol moiety through ester linkages. As is the case with diacylglycerols, phosphatidylserines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 positions."" []"	"['Diacylglycerophosphoserines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0301]', '1,2-diacyl-sn-glycero-3-phosphatidylserine"" RELATED CHEMONT_TERM []', '1,2-diacyl-sn-glycero-3-phosphatidylserines"" RELATED CHEMONT_TERM []', 'phosphatidyl-L-serine"" RELATED ChEBI_TERM [CHEBI:18303]', 'Phosphatidylserines"" RELATED MeSH_TERM [MESH:D10.570.755.375.760.400.971]']"	CHEMONTID:0002218	
CHEMONTID:0001368	Thiocarbamic acid derivatives	"Organic compounds containing a functional group with the general structure OC(=S)NR2 or SC(=O)NR2."" []"	"['Thiocarbamates"" BROAD MeSH_TERM [MESH:D02.241.081.251.869]', 'thiocarbonyl compound"" RELATED ChEBI_TERM [CHEBI:50492]']"	CHEMONTID:0001198	
CHEMONTID:0001369	Boronic acid esters	"Compounds comprising the boronic acid ester functional group RN(X)OR' (R,R'=alkyl, aryl; X= any O, N, Hal residue)."" []"	"['boronate ester"" RELATED ChEBI_TERM [CHEBI:50979]', 'boronic ester"" RELATED CHEMONT_TERM []']"	CHEMONTID:0000498	
CHEMONTID:0001370	Organometalloid compounds	"Organic compounds containing a metalloid atom."" []"	"['Metalloids"" RELATED MeSH_TERM [MESH:D01.268.513]', 'Organic Chemicals"" RELATED MeSH_TERM [MESH:D02]', 'organic molecular entity"" RELATED ChEBI_TERM [CHEBI:50860]']"	CHEMONTID:0000462	
CHEMONTID:0001371	Organotransition metal compounds	"Organic compounds containing a transition metal atom."" []"	"['organometallic compound"" RELATED ChEBI_TERM [CHEBI:25707]', 'transition element molecular entity"" BROAD ChEBI_TERM [CHEBI:33497]']"	CHEMONTID:0000462	
CHEMONTID:0001372	Organo-alkali-metal compounds	"Organic compounds containing an alkali metal atom."" []"	"['alkali metal coordination entity"" BROAD ChEBI_TERM [CHEBI:35837]', 'organometallic compound"" BROAD ChEBI_TERM [CHEBI:25707]']"	CHEMONTID:0000462	
CHEMONTID:0001373	Ynones	"Organic compounds containing the ynone functional group, an alpha,beta unsaturated ketone group with the general structure  RC#C-C(=O)R' (R'  not H)."" []"	"['ynone"" RELATED ChEBI_TERM [CHEBI:51723]']"	CHEMONTID:0003672	
CHEMONTID:0001374	Pyridoindolones	"Pyridoindoles with a structure that contains an indole moiety bearing a ketone. Indole is a bicyclic  compound consisting of a six-membered benzene ring fused to a five-membered nitrogen-containing pyrrole ring."" []"	"['pyridoindole"" RELATED ChEBI_TERM [CHEBI:48888]']"	CHEMONTID:0001213	
CHEMONTID:0001375	Cyanohydrins	"Organic compounds containing the cyanohydrin functional group, -C(OH)CN."" []"	"['cyanohydrin"" RELATED ChEBI_TERM [CHEBI:23437]', 'cyanohydrins"" RELATED IUPAC_TERM []']"	CHEMONTID:0000362	"['ISBN:0967855098 ""IUPAC. Compendium of Chemical Terminology, 2nd ed. (the \'Gold Book\'). Compiled by A. D. McNaught and A. Wilkinson. Blackwell Scientific Publications, Oxford (1997).']"
CHEMONTID:0001376	Beta ketoaldehydes	"Organic compounds containing an aldehyde substituted with a keto group on the second carbon atom."" []"	"['2-oxo aldehyde"" RELATED ChEBI_TERM [CHEBI:27659]']"	CHEMONTID:0000124	
CHEMONTID:0001377	Lysophosphatidylserines	"Glycerophosphoserines  (molecules containing a serine moiety attached to the phosphate group linked to a glycerol) with one fatty acid bonded to the glycerol moiety through an ester linkage."" []"	"['lysophosphatidylserine"" RELATED ChEBI_TERM [CHEBI:68510]', 'Monoacylglycerophosphoserines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP0305]']"	CHEMONTID:0002218	
CHEMONTID:0001378	Chlorinated dibenzofurans	"Organic compounds containing a chlorine atom attached to a dibenzofuran moiety."" []"	"['dibenzofurans"" RELATED ChEBI_TERM [CHEBI:38922]', 'organochlorine compound"" RELATED ChEBI_TERM [CHEBI:36683]']"	CHEMONTID:0000015	
CHEMONTID:0001379	Benzo-p-dioxins	"Organic compounds containing a benzene ring fused to a 1,4-dioxin ring."" []"	"['benzodioxine"" RELATED ChEBI_TERM [CHEBI:64096]']"	CHEMONTID:0002100	
CHEMONTID:0001380	N-acyl-alpha-hexosamine-1-phosphates	"N-acyl hexosamines in which the hexose is substituted by a phosphate group at position 1."" []"	"['hexosamine phosphate"" RELATED ChEBI_TERM [CHEBI:24584]']"	CHEMONTID:0002276	
CHEMONTID:0001381	Dibenzo-p-dioxins	"Compounds containing a dibenzo-p-dioxin moiety, which consists of two benzene connected by a para-dioxin ring."" []"	"['a dibenzo-p-dioxin"" RELATED CHEMONT_TERM []', 'a dibenzodioxin"" RELATED CHEMONT_TERM []', 'dibenzodioxine"" RELATED ChEBI_TERM [CHEBI:23825]', 'Dibenzodioxins"" RELATED CHEMONT_TERM []']"	CHEMONTID:0001379	
CHEMONTID:0001382	Benzo-o-dioxins	"Organic compounds containing a benzene ring fused to a 1,2-dioxin ring."" []"	"['benzodioxine"" RELATED ChEBI_TERM [CHEBI:64096]']"	CHEMONTID:0002100	
CHEMONTID:0001383	Benzo-m-dioxins	"Organic compounds containing a benzene ring fused to a 1,3-dioxin ring."" []"	"['benzodioxine"" RELATED ChEBI_TERM [CHEBI:64096]']"	CHEMONTID:0002100	
CHEMONTID:0001384	Dioxins	"Compounds containing a dioxin ring, which is a six-membered unsaturated ring of two oxygen atoms and four carbon atoms."" []"	"['oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000002	
CHEMONTID:0001385	Ortho dioxins	"Compounds containing a dioxin ring, in which the two oxygen atoms are at positions 1 and 2 respectively."" []"	"['oxacycle"" BROAD ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0001384	
CHEMONTID:0001386	Para dioxins	"Compounds containing a para dioxin moiety, which consists of an unsaturated six-member ring with two oxygen atoms at positions 1 and 4, as well as two CC double bonds."" []"	"['oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0001384	
